course_id,year,term,department,major,course_code,course_title,level,instructor,enrolled,capacity,fill_rate,credits,avg_grade,pass_rate
10219,2023,Spring,Engineering,Civil,CE-134,Introduction to Civil,100,Dr. Weiss,19,37,0.514,4,3.21,0.906
10220,2023,Spring,Engineering,Civil,CE-132,Introduction to Civil,100,Prof. Schwartz,23,32,0.719,3,3.04,0.922
10221,2024,Fall,Engineering,Computer Science,CS-118,Principles of Computer Science,100,Dr. Weiss,25,31,0.806,3,3.86,0.962
10222,2024,Fall,Engineering,Computer Science,CS-126,Principles of Computer Science,100,Dr. Klein,41,41,1.0,3,2.98,0.88
10223,2024,Fall,Engineering,Computer Science,CS-107,Principles of Computer Science,100,Prof. Rosen,18,23,0.783,4,3.37,0.932
10224,2024,Fall,Engineering,Mechanical,ME-431,Mechanical Capstone,400,Dr. Friedman,42,49,0.857,3,3.09,0.912
10225,2024,Fall,Engineering,Mechanical,ME-321,Mechanical Theory,300,Dr. Levin,46,46,1.0,3,3.64,0.977
10226,2024,Fall,Engineering,Mechanical,ME-257,Mechanical Methods,200,Dr. Katz,26,41,0.634,3,3.67,0.857
10227,2024,Fall,Engineering,Electrical,EE-103,Introduction to Electrical,100,Dr. Bram,28,33,0.848,4,3.62,0.975
10228,2024,Fall,Engineering,Electrical,EE-121,Principles of Electrical,100,Dr. Bram,50,50,1.0,3,3.09,1.0
10229,2024,Fall,Engineering,Electrical,EE-304,Advanced Electrical,300,Prof. Schwartz,19,24,0.792,3,3.52,0.921
10230,2024,Fall,Engineering,Electrical,EE-152,Foundations of Electrical,100,Dr. Klein,13,21,0.619,3,3.7,0.859
10231,2024,Fall,Engineering,Civil,CE-413,Civil Research,400,Prof. Adler,33,35,0.943,4,3.76,0.897
10232,2024,Fall,Engineering,Civil,CE-153,Introduction to Civil,100,Prof. Rosen,29,36,0.806,3,3.26,0.97
10233,2024,Spring,Engineering,Computer Science,CS-119,Principles of Computer Science,100,Dr. Katz,28,36,0.778,3,3.05,0.871
10234,2024,Spring,Engineering,Computer Science,CS-232,Applied Computer Science,200,Prof. Adler,32,33,0.97,4,3.59,0.852
10235,2024,Spring,Engineering,Computer Science,CS-101,Introduction to Computer Science,100,Prof. Schwartz,25,44,0.568,4,3.59,0.951
10236,2024,Spring,Engineering,Mechanical,ME-348,Advanced Mechanical,300,Dr. Klein,31,41,0.756,3,3.76,0.853
10237,2024,Spring,Engineering,Mechanical,ME-310,Mechanical Theory,300,Dr. Friedman,35,45,0.778,3,3.81,0.88
10238,2024,Spring,Engineering,Mechanical,ME-253,Intermediate Mechanical,200,Prof. Rosen,36,36,1.0,3,3.15,0.846
10239,2024,Spring,Engineering,Mechanical,ME-429,Mechanical Capstone,400,Dr. Friedman,36,45,0.8,3,4.0,0.987
10240,2024,Spring,Engineering,Electrical,EE-141,Foundations of Electrical,100,Prof. Rosen,19,23,0.826,3,3.3,0.897
10241,2024,Spring,Engineering,Electrical,EE-305,Advanced Electrical,300,Dr. Katz,31,47,0.66,3,3.77,0.931
10242,2024,Spring,Engineering,Electrical,EE-301,Topics in Electrical,300,Prof. Rosen,27,31,0.871,4,3.67,0.88
10243,2024,Spring,Engineering,Civil,CE-316,Advanced Civil,300,Dr. Shapiro,41,47,0.872,3,3.44,0.92
10244,2024,Spring,Engineering,Civil,CE-421,Civil Capstone,400,Prof. Goldberg,29,35,0.829,3,3.17,0.862
10245,2024,Spring,Engineering,Civil,CE-325,Advanced Civil,300,Prof. Stern,29,30,0.967,4,3.14,0.92
10246,2024,Spring,Engineering,Civil,CE-332,Civil Theory,300,Dr. Weiss,37,37,1.0,3,3.31,0.885
10247,2025,Fall,Engineering,Computer Science,CS-217,Intermediate Computer Science,200,Dr. Cohen,47,48,0.979,4,3.39,0.948
10248,2025,Fall,Engineering,Computer Science,CS-350,Topics in Computer Science,300,Prof. Rosen,41,69,0.594,3,3.48,0.869
10249,2025,Fall,Engineering,Computer Science,CS-247,Intermediate Computer Science,200,Prof. Schwartz,36,44,0.818,3,3.52,0.976
10250,2025,Fall,Engineering,Mechanical,ME-134,Introduction to Mechanical,100,Dr. Levin,35,54,0.648,3,3.25,0.866
10251,2025,Fall,Engineering,Mechanical,ME-129,Introduction to Mechanical,100,Dr. Halpern,34,43,0.791,3,2.48,0.83
10252,2025,Fall,Engineering,Mechanical,ME-359,Topics in Mechanical,300,Dr. Shapiro,41,57,0.719,4,3.16,0.881
10253,2025,Fall,Engineering,Mechanical,ME-224,Intermediate Mechanical,200,Dr. Cohen,25,35,0.714,3,3.41,0.92
10254,2025,Fall,Engineering,Electrical,EE-503,Electrical Practicum,500,Prof. Adler,44,51,0.863,3,3.37,0.821
10255,2025,Fall,Engineering,Electrical,EE-110,Introduction to Electrical,100,Dr. Katz,48,50,0.96,3,2.95,0.993
10256,2025,Fall,Engineering,Civil,CE-345,Advanced Civil,300,Dr. Klein,42,55,0.764,4,3.37,0.911
10257,2025,Fall,Engineering,Civil,CE-107,Introduction to Civil,100,Prof. Adler,36,43,0.837,3,3.1,0.971
10258,2025,Fall,Engineering,Civil,CE-327,Topics in Civil,300,Dr. Levin,31,39,0.795,3,2.87,0.902
10259,2025,Spring,Engineering,Computer Science,CS-115,Principles of Computer Science,100,Dr. Bram,39,51,0.765,3,3.28,0.956
10260,2025,Spring,Engineering,Computer Science,CS-101,Foundations of Computer Science,100,Dr. Friedman,40,59,0.678,3,3.15,0.982
10261,2025,Spring,Engineering,Mechanical,ME-336,Mechanical Theory,300,Dr. Friedman,25,31,0.806,3,3.14,0.912
10262,2025,Spring,Engineering,Mechanical,ME-427,Senior Seminar in Mechanical,400,Prof. Rosen,58,58,1.0,3,3.41,0.902
10263,2025,Spring,Engineering,Mechanical,ME-225,Mechanical Methods,200,Prof. Mandel,35,47,0.745,3,3.07,0.889
10264,2025,Spring,Engineering,Mechanical,ME-256,Intermediate Mechanical,200,Dr. Shapiro,33,51,0.647,3,3.33,0.861
10265,2025,Spring,Engineering,Electrical,EE-327,Topics in Electrical,300,Dr. Friedman,27,36,0.75,3,2.97,1.0
10266,2025,Spring,Engineering,Electrical,EE-350,Topics in Electrical,300,Prof. Schwartz,23,37,0.622,3,3.38,0.922
10267,2025,Spring,Engineering,Electrical,EE-241,Intermediate Electrical,200,Dr. Cohen,52,60,0.867,3,3.1,0.909
10268,2025,Spring,Engineering,Civil,CE-237,Applied Civil,200,Dr. Levin,27,47,0.574,3,2.73,0.987
10269,2025,Spring,Engineering,Civil,CE-105,Foundations of Civil,100,Prof. Rosen,45,56,0.804,4,2.74,0.93
10270,2025,Spring,Engineering,Civil,CE-109,Foundations of Civil,100,Dr. Klein,37,52,0.712,3,2.5,0.97
10271,2015,Fall,Business,Finance,FIN-128,Foundations of Finance,100,Prof. Mandel,31,31,1.0,4,3.31,0.902
10272,2015,Fall,Business,Finance,FIN-314,Topics in Finance,300,Prof. Adler,33,37,0.892,3,2.75,0.886
10273,2015,Fall,Business,Finance,FIN-149,Introduction to Finance,100,Prof. Adler,36,48,0.75,3,3.5,0.995
10274,2015,Fall,Business,Marketing,MKT-343,Marketing Theory,300,Dr. Shapiro,33,46,0.717,3,3.84,0.921
10275,2015,Fall,Business,Marketing,MKT-139,Principles of Marketing,100,Prof. Stern,17,31,0.548,4,2.94,0.956
10276,2015,Fall,Business,Marketing,MKT-132,Foundations of Marketing,100,Prof. Schwartz,28,30,0.933,3,2.75,0.895
10277,2015,Fall,Business,Marketing,MKT-511,Graduate Marketing,500,Dr. Shapiro,26,27,0.963,3,3.3,0.887
10278,2015,Fall,Business,Accounting,ACC-410,Accounting Research,400,Prof. Goldberg,18,18,1.0,3,3.74,0.872
10279,2015,Fall,Business,Accounting,ACC-556,Accounting Thesis Studio,500,Dr. Friedman,19,20,0.95,3,3.79,0.873
10280,2015,Fall,Business,Management,MGT-124,Foundations of Management,100,Dr. Weiss,25,32,0.781,3,2.71,0.904
10281,2015,Fall,Business,Management,MGT-315,Topics in Management,300,Dr. Bram,23,23,1.0,4,3.56,0.993
10282,2015,Spring,Business,Finance,FIN-133,Principles of Finance,100,Dr. Levin,16,23,0.696,3,3.01,0.952
10283,2015,Spring,Business,Finance,FIN-550,Graduate Finance,500,Dr. Cohen,17,21,0.81,3,2.98,0.804
10284,2015,Spring,Business,Finance,FIN-135,Principles of Finance,100,Dr. Shapiro,15,16,0.938,3,3.33,0.935
10285,2015,Spring,Business,Marketing,MKT-313,Marketing Theory,300,Prof. Rosen,16,22,0.727,3,3.82,0.918
10286,2015,Spring,Business,Marketing,MKT-110,Foundations of Marketing,100,Dr. Bram,15,19,0.789,4,2.75,0.942
10287,2015,Spring,Business,Accounting,ACC-250,Intermediate Accounting,200,Dr. Friedman,20,26,0.769,3,3.24,0.937
10288,2015,Spring,Business,Accounting,ACC-157,Principles of Accounting,100,Prof. Rosen,37,46,0.804,3,3.18,0.857
10289,2015,Spring,Business,Accounting,ACC-148,Foundations of Accounting,100,Prof. Rosen,27,32,0.844,3,3.42,0.87
10290,2015,Spring,Business,Accounting,ACC-137,Principles of Accounting,100,Prof. Schwartz,12,19,0.632,4,3.28,0.945
10291,2015,Spring,Business,Management,MGT-530,Management Thesis Studio,500,Dr. Bram,20,27,0.741,4,3.69,0.952
10292,2015,Spring,Business,Management,MGT-452,Management Research,400,Dr. Shapiro,9,28,0.321,3,3.43,0.956
10293,2015,Spring,Business,Management,MGT-119,Principles of Management,100,Dr. Levin,17,23,0.739,3,2.59,0.944
10294,2015,Spring,Business,Management,MGT-252,Management Methods,200,Dr. Klein,17,26,0.654,3,3.62,0.92
10295,2016,Fall,Business,Finance,FIN-155,Foundations of Finance,100,Dr. Shapiro,18,18,1.0,3,3.55,0.971
10296,2016,Fall,Business,Finance,FIN-137,Introduction to Finance,100,Dr. Levin,11,18,0.611,3,2.9,0.935
10297,2016,Fall,Business,Finance,FIN-232,Finance Methods,200,Dr. Halpern,26,28,0.929,3,3.1,0.825
10298,2016,Fall,Business,Finance,FIN-314,Finance Theory,300,Dr. Halpern,21,24,0.875,3,2.92,0.908
10299,2016,Fall,Business,Marketing,MKT-240,Applied Marketing,200,Dr. Weiss,28,32,0.875,3,3.12,0.967
10300,2016,Fall,Business,Marketing,MKT-423,Marketing Research,400,Prof. Adler,22,26,0.846,3,3.89,0.957
10301,2016,Fall,Business,Marketing,MKT-329,Marketing Theory,300,Prof. Stern,29,36,0.806,3,3.13,0.873
10302,2016,Fall,Business,Marketing,MKT-103,Introduction to Marketing,100,Dr. Shapiro,40,40,1.0,3,2.77,0.887
10303,2016,Fall,Business,Accounting,ACC-216,Applied Accounting,200,Dr. Bram,24,35,0.686,3,3.4,0.988
10304,2016,Fall,Business,Accounting,ACC-523,Graduate Accounting,500,Prof. Schwartz,25,30,0.833,3,3.7,0.87
10305,2016,Fall,Business,Accounting,ACC-135,Introduction to Accounting,100,Prof. Mandel,14,20,0.7,3,2.95,0.992
10306,2016,Fall,Business,Accounting,ACC-156,Introduction to Accounting,100,Dr. Cohen,27,30,0.9,3,3.14,0.924
10307,2016,Fall,Business,Management,MGT-157,Principles of Management,100,Dr. Cohen,24,29,0.828,3,3.28,1.0
10308,2016,Fall,Business,Management,MGT-351,Topics in Management,300,Dr. Shapiro,33,40,0.825,3,3.06,0.923
10309,2016,Fall,Business,Management,MGT-348,Topics in Management,300,Prof. Adler,25,35,0.714,3,2.92,0.914
10310,2016,Fall,Business,Management,MGT-543,Management Thesis Studio,500,Prof. Schwartz,22,34,0.647,3,3.07,0.928
10311,2016,Spring,Business,Finance,FIN-428,Finance Research,400,Dr. Katz,41,47,0.872,3,3.4,0.912
10312,2016,Spring,Business,Finance,FIN-104,Introduction to Finance,100,Dr. Shapiro,19,22,0.864,3,2.79,0.904
10313,2016,Spring,Business,Finance,FIN-153,Introduction to Finance,100,Dr. Katz,24,33,0.727,3,3.04,0.886
10314,2016,Spring,Business,Finance,FIN-102,Principles of Finance,100,Dr. Levin,16,27,0.593,3,2.64,0.856
10315,2016,Spring,Business,Marketing,MKT-444,Marketing Capstone,400,Dr. Levin,31,32,0.969,3,3.33,1.0
10316,2016,Spring,Business,Marketing,MKT-503,Marketing Practicum,500,Prof. Goldberg,17,21,0.81,3,2.72,0.914
10317,2016,Spring,Business,Accounting,ACC-136,Introduction to Accounting,100,Dr. Weiss,21,21,1.0,3,3.19,0.88
10318,2016,Spring,Business,Accounting,ACC-326,Accounting Theory,300,Dr. Bram,42,46,0.913,3,2.77,0.93
10319,2016,Spring,Business,Accounting,ACC-102,Introduction to Accounting,100,Dr. Weiss,15,19,0.789,3,2.77,0.903
10320,2016,Spring,Business,Accounting,ACC-250,Applied Accounting,200,Dr. Bram,15,21,0.714,4,2.71,0.879
10321,2016,Spring,Business,Management,MGT-212,Management Methods,200,Prof. Schwartz,17,29,0.586,4,3.13,0.98
10322,2016,Spring,Business,Management,MGT-202,Intermediate Management,200,Dr. Friedman,12,15,0.8,3,3.33,0.906
10323,2016,Spring,Business,Management,MGT-221,Management Methods,200,Dr. Friedman,31,38,0.816,3,3.17,0.904
10324,2017,Fall,Business,Finance,FIN-105,Foundations of Finance,100,Dr. Katz,55,57,0.965,3,2.49,0.929
10325,2017,Fall,Business,Finance,FIN-336,Advanced Finance,300,Dr. Klein,44,54,0.815,3,3.16,0.874
10326,2017,Fall,Business,Marketing,MKT-215,Applied Marketing,200,Prof. Goldberg,40,51,0.784,3,3.18,0.975
10327,2017,Fall,Business,Marketing,MKT-257,Applied Marketing,200,Dr. Friedman,32,36,0.889,3,2.89,0.893
10328,2017,Fall,Business,Marketing,MKT-540,Graduate Marketing,500,Prof. Mandel,45,47,0.957,3,2.51,0.947
10329,2017,Fall,Business,Marketing,MKT-547,Graduate Marketing,500,Prof. Stern,33,50,0.66,3,3.18,0.84
10330,2017,Fall,Business,Accounting,ACC-109,Introduction to Accounting,100,Prof. Schwartz,30,42,0.714,3,2.84,0.872
10331,2017,Fall,Business,Accounting,ACC-217,Applied Accounting,200,Dr. Cohen,40,45,0.889,3,3.24,0.898
10332,2017,Fall,Business,Accounting,ACC-354,Topics in Accounting,300,Prof. Schwartz,49,56,0.875,3,3.08,0.928
10333,2017,Fall,Business,Management,MGT-134,Principles of Management,100,Prof. Rosen,30,37,0.811,3,2.95,0.917
10334,2017,Fall,Business,Management,MGT-205,Applied Management,200,Dr. Levin,38,46,0.826,3,3.4,0.891
10335,2017,Fall,Business,Management,MGT-425,Management Capstone,400,Dr. Klein,37,53,0.698,4,2.68,0.891
10336,2017,Fall,Business,Management,MGT-249,Applied Management,200,Dr. Cohen,35,48,0.729,3,2.46,0.924
10337,2017,Spring,Business,Finance,FIN-209,Intermediate Finance,200,Prof. Adler,33,46,0.717,3,2.84,0.974
10338,2017,Spring,Business,Finance,FIN-544,Finance Practicum,500,Dr. Friedman,30,55,0.545,3,3.41,0.94
10339,2017,Spring,Business,Marketing,MKT-328,Marketing Theory,300,Prof. Mandel,22,35,0.629,4,2.55,0.98
10340,2017,Spring,Business,Marketing,MKT-434,Marketing Research,400,Prof. Mandel,23,35,0.657,3,2.81,0.918
10341,2017,Spring,Business,Marketing,MKT-315,Marketing Theory,300,Dr. Halpern,36,37,0.973,4,3.11,0.902
10342,2017,Spring,Business,Accounting,ACC-257,Accounting Methods,200,Dr. Halpern,41,60,0.683,3,2.46,0.928
10343,2017,Spring,Business,Accounting,ACC-132,Introduction to Accounting,100,Dr. Weiss,37,37,1.0,3,2.81,0.95
10344,2017,Spring,Business,Management,MGT-159,Introduction to Management,100,Prof. Goldberg,33,40,0.825,4,3.29,0.88
10345,2017,Spring,Business,Management,MGT-144,Principles of Management,100,Dr. Friedman,39,47,0.83,4,3.06,0.879
10346,2018,Fall,Business,Finance,FIN-531,Graduate Finance,500,Dr. Weiss,35,41,0.854,4,2.9,0.914
10347,2018,Fall,Business,Finance,FIN-235,Intermediate Finance,200,Prof. Goldberg,16,36,0.444,4,2.81,0.862
10348,2018,Fall,Business,Finance,FIN-515,Graduate Finance,500,Dr. Cohen,39,45,0.867,3,3.05,0.961
10349,2018,Fall,Business,Finance,FIN-203,Applied Finance,200,Dr. Klein,49,59,0.831,3,2.68,0.937
10350,2018,Fall,Business,Marketing,MKT-311,Topics in Marketing,300,Dr. Weiss,30,48,0.625,3,2.98,0.887
10351,2018,Fall,Business,Marketing,MKT-236,Intermediate Marketing,200,Dr. Cohen,39,44,0.886,3,3.02,0.901
10352,2018,Fall,Business,Accounting,ACC-458,Senior Seminar in Accounting,400,Dr. Katz,43,49,0.878,3,3.25,0.905
10353,2018,Fall,Business,Accounting,ACC-329,Accounting Theory,300,Prof. Adler,19,30,0.633,3,3.25,0.876
10354,2018,Fall,Business,Accounting,ACC-319,Advanced Accounting,300,Prof. Adler,44,54,0.815,3,3.37,0.851
10355,2018,Fall,Business,Accounting,ACC-201,Applied Accounting,200,Prof. Rosen,42,58,0.724,3,3.27,0.899
10356,2018,Fall,Business,Management,MGT-123,Principles of Management,100,Dr. Halpern,55,62,0.887,3,2.9,0.912
10357,2018,Fall,Business,Management,MGT-316,Topics in Management,300,Dr. Cohen,14,47,0.298,4,3.2,0.929
10358,2018,Fall,Business,Management,MGT-135,Principles of Management,100,Prof. Stern,41,48,0.854,3,3.07,0.934
10359,2018,Fall,Business,Management,MGT-258,Intermediate Management,200,Dr. Katz,44,46,0.957,3,3.03,0.909
10360,2018,Spring,Business,Finance,FIN-403,Finance Capstone,400,Dr. Weiss,39,39,1.0,4,3.64,1.0
10361,2018,Spring,Business,Finance,FIN-234,Applied Finance,200,Dr. Klein,39,39,1.0,3,3.35,0.935
10362,2018,Spring,Business,Finance,FIN-240,Intermediate Finance,200,Dr. Levin,37,48,0.771,3,3.15,0.921
10363,2018,Spring,Business,Marketing,MKT-107,Principles of Marketing,100,Dr. Klein,39,44,0.886,3,3.24,0.971
10364,2018,Spring,Business,Marketing,MKT-150,Principles of Marketing,100,Prof. Rosen,23,35,0.657,3,2.85,0.853
10365,2018,Spring,Business,Marketing,MKT-332,Topics in Marketing,300,Prof. Adler,49,55,0.891,3,3.03,0.903
10366,2018,Spring,Business,Marketing,MKT-238,Marketing Methods,200,Dr. Shapiro,23,35,0.657,3,2.67,0.933
10367,2018,Spring,Business,Accounting,ACC-119,Introduction to Accounting,100,Dr. Friedman,54,54,1.0,3,2.29,0.954
10368,2018,Spring,Business,Accounting,ACC-454,Senior Seminar in Accounting,400,Dr. Weiss,36,37,0.973,3,2.73,0.958
10369,2018,Spring,Business,Accounting,ACC-117,Foundations of Accounting,100,Dr. Cohen,38,66,0.576,4,2.72,0.894
10370,2018,Spring,Business,Accounting,ACC-231,Applied Accounting,200,Dr. Cohen,20,37,0.541,4,2.81,1.0
10371,2018,Spring,Business,Management,MGT-150,Foundations of Management,100,Prof. Stern,34,53,0.642,3,2.91,0.876
10372,2018,Spring,Business,Management,MGT-202,Applied Management,200,Prof. Mandel,42,54,0.778,3,3.29,0.891
10373,2018,Spring,Business,Management,MGT-415,Management Capstone,400,Prof. Adler,47,52,0.904,3,2.87,0.865
10374,2019,Fall,Business,Finance,FIN-123,Introduction to Finance,100,Dr. Katz,29,36,0.806,3,3.44,0.854
10375,2019,Fall,Business,Finance,FIN-209,Intermediate Finance,200,Prof. Mandel,12,25,0.48,3,3.54,0.894
10376,2019,Fall,Business,Finance,FIN-431,Finance Research,400,Prof. Stern,31,35,0.886,3,3.31,0.903
10377,2019,Fall,Business,Marketing,MKT-242,Applied Marketing,200,Dr. Weiss,25,31,0.806,3,3.7,0.938
10378,2019,Fall,Business,Marketing,MKT-222,Applied Marketing,200,Prof. Rosen,29,35,0.829,3,3.37,0.87
10379,2019,Fall,Business,Accounting,ACC-225,Accounting Methods,200,Dr. Klein,21,36,0.583,3,3.4,0.9
10380,2019,Fall,Business,Accounting,ACC-312,Accounting Theory,300,Dr. Friedman,41,41,1.0,3,2.85,0.894
10381,2019,Fall,Business,Accounting,ACC-256,Intermediate Accounting,200,Prof. Stern,41,56,0.732,3,3.38,0.903
10382,2019,Fall,Business,Accounting,ACC-316,Advanced Accounting,300,Dr. Shapiro,20,23,0.87,4,3.1,0.831
10383,2019,Fall,Business,Management,MGT-326,Advanced Management,300,Prof. Rosen,37,44,0.841,3,3.15,0.824
10384,2019,Fall,Business,Management,MGT-318,Topics in Management,300,Dr. Weiss,21,29,0.724,3,3.46,0.875
10385,2019,Fall,Business,Management,MGT-107,Foundations of Management,100,Dr. Weiss,31,43,0.721,3,2.62,0.863
10386,2019,Fall,Business,Management,MGT-444,Management Research,400,Dr. Levin,35,45,0.778,3,3.26,0.982
10387,2019,Spring,Business,Finance,FIN-152,Foundations of Finance,100,Dr. Levin,26,26,1.0,3,3.05,0.935
10388,2019,Spring,Business,Finance,FIN-242,Intermediate Finance,200,Dr. Halpern,45,50,0.9,3,3.31,0.911
10389,2019,Spring,Business,Finance,FIN-354,Topics in Finance,300,Dr. Cohen,29,43,0.674,3,3.79,0.899
10390,2019,Spring,Business,Finance,FIN-209,Applied Finance,200,Dr. Weiss,15,31,0.484,3,3.07,0.888
10391,2019,Spring,Business,Marketing,MKT-251,Intermediate Marketing,200,Prof. Schwartz,35,52,0.673,3,3.58,0.939
10392,2019,Spring,Business,Marketing,MKT-309,Marketing Theory,300,Prof. Adler,25,38,0.658,3,3.38,1.0
10393,2019,Spring,Business,Marketing,MKT-517,Marketing Thesis Studio,500,Dr. Klein,26,27,0.963,3,4.0,0.954
10394,2019,Spring,Business,Accounting,ACC-151,Foundations of Accounting,100,Prof. Mandel,27,27,1.0,3,2.88,0.955
10395,2019,Spring,Business,Accounting,ACC-418,Accounting Research,400,Dr. Shapiro,23,34,0.676,3,3.44,0.874
10396,2019,Spring,Business,Accounting,ACC-150,Foundations of Accounting,100,Prof. Stern,21,22,0.955,3,3.08,1.0
10397,2019,Spring,Business,Accounting,ACC-320,Topics in Accounting,300,Dr. Cohen,37,37,1.0,3,3.23,0.984
10398,2019,Spring,Business,Management,MGT-338,Topics in Management,300,Prof. Schwartz,29,38,0.763,4,3.61,0.927
10399,2019,Spring,Business,Management,MGT-144,Foundations of Management,100,Prof. Adler,22,30,0.733,3,3.65,0.895
10400,2019,Spring,Business,Management,MGT-240,Applied Management,200,Prof. Goldberg,41,42,0.976,3,3.07,0.918
10401,2019,Spring,Business,Management,MGT-448,Senior Seminar in Management,400,Dr. Weiss,25,32,0.781,3,3.11,0.834
10402,2020,Fall,Business,Finance,FIN-104,Foundations of Finance,100,Prof. Schwartz,30,35,0.857,3,3.11,0.944
10403,2020,Fall,Business,Finance,FIN-232,Applied Finance,200,Dr. Levin,41,47,0.872,3,2.6,0.973
10404,2020,Fall,Business,Marketing,MKT-402,Senior Seminar in Marketing,400,Dr. Halpern,22,22,1.0,4,3.38,0.825
10405,2020,Fall,Business,Marketing,MKT-203,Marketing Methods,200,Dr. Shapiro,46,46,1.0,3,3.0,0.788
10406,2020,Fall,Business,Marketing,MKT-248,Applied Marketing,200,Prof. Mandel,39,45,0.867,4,3.03,0.879
10407,2020,Fall,Business,Marketing,MKT-354,Advanced Marketing,300,Prof. Rosen,21,25,0.84,3,3.33,0.928
10408,2020,Fall,Business,Accounting,ACC-251,Accounting Methods,200,Dr. Bram,38,41,0.927,3,3.51,0.879
10409,2020,Fall,Business,Accounting,ACC-321,Topics in Accounting,300,Prof. Adler,18,26,0.692,3,3.31,0.998
10410,2020,Fall,Business,Accounting,ACC-224,Accounting Methods,200,Dr. Klein,31,36,0.861,3,2.76,0.882
10411,2020,Fall,Business,Accounting,ACC-307,Accounting Theory,300,Dr. Shapiro,25,41,0.61,3,2.98,0.959
10412,2020,Fall,Business,Management,MGT-105,Principles of Management,100,Dr. Weiss,39,48,0.812,4,2.67,0.915
10413,2020,Fall,Business,Management,MGT-220,Applied Management,200,Dr. Bram,23,35,0.657,3,3.05,0.882
10414,2020,Fall,Business,Management,MGT-114,Introduction to Management,100,Dr. Katz,27,42,0.643,4,2.81,1.0
10415,2020,Fall,Business,Management,MGT-252,Management Methods,200,Dr. Friedman,35,44,0.795,3,3.29,0.915
10416,2020,Spring,Business,Finance,FIN-150,Introduction to Finance,100,Dr. Halpern,19,35,0.543,3,2.92,0.891
10417,2020,Spring,Business,Finance,FIN-425,Finance Capstone,400,Prof. Adler,25,39,0.641,3,3.51,0.981
10418,2020,Spring,Business,Finance,FIN-413,Senior Seminar in Finance,400,Prof. Schwartz,41,46,0.891,3,3.23,0.903
10419,2020,Spring,Business,Marketing,MKT-132,Introduction to Marketing,100,Dr. Halpern,23,31,0.742,3,3.37,0.946
10420,2020,Spring,Business,Marketing,MKT-103,Foundations of Marketing,100,Prof. Goldberg,40,40,1.0,3,3.3,0.919
10421,2020,Spring,Business,Marketing,MKT-216,Marketing Methods,200,Prof. Rosen,32,53,0.604,4,3.18,0.879
10422,2020,Spring,Business,Marketing,MKT-141,Principles of Marketing,100,Dr. Klein,24,41,0.585,3,2.98,0.848
10423,2020,Spring,Business,Accounting,ACC-322,Topics in Accounting,300,Dr. Bram,40,42,0.952,3,3.6,0.874
10424,2020,Spring,Business,Accounting,ACC-108,Introduction to Accounting,100,Prof. Rosen,24,41,0.585,3,2.73,1.0
10425,2020,Spring,Business,Accounting,ACC-232,Accounting Methods,200,Dr. Levin,20,36,0.556,3,3.41,0.941
10426,2020,Spring,Business,Management,MGT-229,Intermediate Management,200,Dr. Bram,29,41,0.707,4,3.0,0.948
10427,2020,Spring,Business,Management,MGT-101,Principles of Management,100,Prof. Stern,50,50,1.0,3,3.33,0.893
10428,2021,Fall,Business,Finance,FIN-113,Foundations of Finance,100,Prof. Schwartz,24,24,1.0,3,3.52,0.973
10429,2021,Fall,Business,Finance,FIN-546,Graduate Finance,500,Dr. Bram,15,29,0.517,3,4.0,0.987
10430,2021,Fall,Business,Finance,FIN-358,Finance Theory,300,Dr. Weiss,26,26,1.0,3,3.8,0.967
10431,2021,Fall,Business,Finance,FIN-217,Applied Finance,200,Prof. Stern,14,19,0.737,4,4.0,0.958
10432,2021,Fall,Business,Marketing,MKT-137,Foundations of Marketing,100,Prof. Adler,28,32,0.875,3,3.0,0.975
10433,2021,Fall,Business,Marketing,MKT-336,Marketing Theory,300,Dr. Bram,28,29,0.966,3,3.73,0.934
10434,2021,Fall,Business,Marketing,MKT-221,Applied Marketing,200,Dr. Friedman,13,18,0.722,4,3.84,0.983
10435,2021,Fall,Business,Accounting,ACC-127,Introduction to Accounting,100,Prof. Rosen,17,18,0.944,3,3.47,0.883
10436,2021,Fall,Business,Accounting,ACC-244,Applied Accounting,200,Prof. Goldberg,24,24,1.0,4,3.59,0.948
10437,2021,Fall,Business,Accounting,ACC-118,Principles of Accounting,100,Dr. Weiss,16,21,0.762,3,4.0,0.992
10438,2021,Fall,Business,Accounting,ACC-356,Advanced Accounting,300,Dr. Cohen,36,36,1.0,3,4.0,0.925
10439,2021,Fall,Business,Management,MGT-103,Foundations of Management,100,Dr. Weiss,17,20,0.85,3,3.13,0.924
10440,2021,Fall,Business,Management,MGT-153,Foundations of Management,100,Dr. Halpern,34,34,1.0,3,3.44,0.934
10441,2021,Spring,Business,Finance,FIN-244,Finance Methods,200,Dr. Halpern,16,28,0.571,3,3.56,0.888
10442,2021,Spring,Business,Finance,FIN-136,Principles of Finance,100,Dr. Weiss,18,24,0.75,3,3.74,0.906
10443,2021,Spring,Business,Marketing,MKT-101,Principles of Marketing,100,Prof. Adler,9,10,0.9,4,3.78,1.0
10444,2021,Spring,Business,Marketing,MKT-256,Marketing Methods,200,Prof. Adler,29,46,0.63,3,3.09,1.0
10445,2021,Spring,Business,Marketing,MKT-449,Marketing Research,400,Prof. Goldberg,14,21,0.667,3,4.0,1.0
10446,2021,Spring,Business,Marketing,MKT-253,Applied Marketing,200,Prof. Adler,11,24,0.458,3,2.83,0.916
