student_id,year,department,major,class_level,gender,residency,gpa,status
101224,2015,Business,Management,Senior,Female,In-State,3.11,Enrolled
101225,2015,Business,Accounting,Senior,Male,Out-of-State,3.0,Enrolled
101226,2015,Business,Management,Graduate,Male,International,3.35,Enrolled
101227,2015,Business,Marketing,Senior,Female,Out-of-State,3.26,Enrolled
101228,2015,Business,Marketing,Graduate,Female,In-State,3.23,On Leave
101229,2015,Business,Finance,Graduate,Male,International,3.09,Enrolled
101230,2016,Business,Accounting,Senior,Female,Out-of-State,2.19,Enrolled
101231,2016,Business,Marketing,Sophomore,Female,In-State,2.21,Enrolled
101232,2016,Business,Management,Freshman,Male,In-State,2.75,Enrolled
101233,2016,Business,Finance,Junior,Female,In-State,2.67,Enrolled
101234,2016,Business,Finance,Junior,Female,In-State,3.45,Enrolled
101235,2016,Business,Marketing,Sophomore,Male,In-State,1.83,Enrolled
101236,2016,Business,Management,Junior,Male,Out-of-State,3.69,Enrolled
101237,2016,Business,Finance,Senior,Female,In-State,2.73,Enrolled
101238,2016,Business,Management,Sophomore,Male,In-State,4.0,Enrolled
101239,2016,Business,Finance,Sophomore,Female,Out-of-State,2.84,Enrolled
101240,2016,Business,Finance,Freshman,Female,In-State,2.92,Enrolled
101241,2016,Business,Marketing,Senior,Male,In-State,3.32,Graduated
101242,2016,Business,Finance,Senior,Male,In-State,2.8,Enrolled
101243,2016,Business,Marketing,Sophomore,Male,In-State,2.8,Graduated
101244,2016,Business,Marketing,Sophomore,Male,In-State,3.27,Enrolled
101245,2016,Business,Accounting,Freshman,Male,In-State,2.93,Enrolled
101246,2016,Business,Marketing,Freshman,Female,International,3.51,Enrolled
101247,2016,Business,Finance,Freshman,Male,In-State,3.34,Enrolled
101248,2016,Business,Finance,Junior,Female,In-State,3.54,Enrolled
101249,2016,Business,Marketing,Senior,Male,In-State,2.53,Enrolled
101250,2016,Business,Management,Sophomore,Male,Out-of-State,3.4,Enrolled
101251,2016,Business,Finance,Sophomore,Female,In-State,3.85,Graduated
101252,2016,Business,Accounting,Freshman,Male,Out-of-State,2.78,Enrolled
101253,2016,Business,Marketing,Freshman,Female,In-State,3.64,Withdrawn
101254,2016,Business,Management,Sophomore,Male,Out-of-State,2.65,Enrolled
101255,2016,Business,Accounting,Junior,Male,In-State,3.48,Enrolled
101256,2016,Business,Accounting,Senior,Female,Out-of-State,3.0,On Leave
101257,2016,Business,Finance,Junior,Female,Out-of-State,3.41,Withdrawn
101258,2016,Business,Marketing,Junior,Male,In-State,2.03,Enrolled
101259,2016,Business,Marketing,Freshman,Male,In-State,3.01,Enrolled
101260,2016,Business,Management,Freshman,Male,In-State,2.83,Enrolled
101261,2016,Business,Marketing,Sophomore,Female,Out-of-State,2.63,Enrolled
101262,2016,Business,Accounting,Senior,Male,In-State,3.44,Enrolled
101263,2016,Business,Management,Senior,Female,In-State,3.03,Enrolled
101264,2016,Business,Accounting,Freshman,Female,In-State,2.74,Enrolled
101265,2016,Business,Accounting,Freshman,Male,Out-of-State,2.18,Enrolled
101266,2016,Business,Finance,Freshman,Female,Out-of-State,3.14,Withdrawn
101267,2016,Business,Marketing,Sophomore,Female,Out-of-State,3.39,Enrolled
101268,2016,Business,Marketing,Freshman,Female,In-State,3.31,Enrolled
101269,2016,Business,Management,Freshman,Male,In-State,2.84,Enrolled
101270,2016,Business,Management,Junior,Male,In-State,2.77,Enrolled
101271,2016,Business,Management,Junior,Female,International,3.61,Graduated
101272,2016,Business,Marketing,Senior,Other,International,3.1,Enrolled
101273,2016,Business,Management,Sophomore,Male,In-State,3.69,Withdrawn
101274,2016,Business,Finance,Freshman,Female,In-State,2.59,Enrolled
101275,2016,Business,Management,Sophomore,Male,In-State,3.01,Enrolled
101276,2016,Business,Finance,Freshman,Female,In-State,3.22,Enrolled
101277,2016,Business,Marketing,Sophomore,Male,In-State,2.49,Enrolled
101278,2016,Business,Accounting,Sophomore,Female,International,2.11,Enrolled
101279,2016,Business,Management,Senior,Female,Out-of-State,2.78,Enrolled
101280,2016,Business,Marketing,Freshman,Male,In-State,3.24,Enrolled
101281,2016,Business,Marketing,Junior,Female,Out-of-State,2.99,Enrolled
101282,2016,Business,Management,Freshman,Male,In-State,2.98,Graduated
101283,2016,Business,Finance,Senior,Male,Out-of-State,3.14,Enrolled
101284,2016,Business,Marketing,Sophomore,Male,International,3.99,Graduated
101285,2016,Business,Marketing,Freshman,Male,International,2.32,Enrolled
101286,2016,Business,Finance,Graduate,Female,Out-of-State,2.76,Graduated
101287,2016,Business,Accounting,Freshman,Female,In-State,3.27,Enrolled
101288,2016,Business,Finance,Sophomore,Female,Out-of-State,3.41,Enrolled
101289,2016,Business,Management,Senior,Male,In-State,2.6,Enrolled
101290,2016,Business,Finance,Sophomore,Female,In-State,3.31,Enrolled
101291,2016,Business,Accounting,Sophomore,Male,In-State,3.09,Enrolled
101292,2016,Business,Finance,Freshman,Female,In-State,2.93,Withdrawn
101293,2016,Business,Marketing,Junior,Male,In-State,3.27,Withdrawn
101294,2016,Business,Marketing,Senior,Female,In-State,3.14,Enrolled
101295,2016,Business,Finance,Freshman,Female,Out-of-State,3.43,Graduated
101296,2016,Business,Management,Junior,Male,In-State,3.29,Withdrawn
101297,2016,Business,Finance,Senior,Male,Out-of-State,2.69,Enrolled
101298,2016,Business,Finance,Sophomore,Male,International,2.52,Enrolled
101299,2016,Business,Accounting,Junior,Male,International,2.95,Enrolled
101300,2016,Business,Marketing,Freshman,Other,In-State,2.93,Enrolled
101301,2016,Business,Marketing,Sophomore,Other,In-State,3.25,Enrolled
101302,2016,Business,Accounting,Graduate,Female,Out-of-State,3.05,Enrolled
101303,2016,Business,Management,Freshman,Male,International,2.4,Enrolled
101304,2016,Business,Finance,Sophomore,Female,In-State,2.75,Enrolled
101305,2016,Business,Finance,Senior,Female,In-State,3.94,Enrolled
101306,2016,Business,Management,Freshman,Male,Out-of-State,2.69,Withdrawn
101307,2016,Business,Finance,Freshman,Male,Out-of-State,3.29,Enrolled
101308,2016,Business,Accounting,Graduate,Male,In-State,2.8,Enrolled
101309,2016,Business,Marketing,Sophomore,Female,Out-of-State,3.52,Enrolled
101310,2016,Business,Management,Freshman,Male,In-State,3.03,Enrolled
101311,2016,Business,Accounting,Junior,Female,Out-of-State,3.42,Enrolled
101312,2016,Business,Finance,Freshman,Female,In-State,3.18,Graduated
101313,2016,Business,Management,Sophomore,Female,In-State,3.11,Enrolled
101314,2016,Business,Management,Junior,Female,In-State,2.83,Enrolled
101315,2016,Business,Accounting,Junior,Male,In-State,2.84,Enrolled
101316,2016,Business,Marketing,Senior,Female,In-State,2.93,Enrolled
101317,2016,Business,Management,Junior,Female,In-State,2.6,Enrolled
101318,2016,Business,Management,Graduate,Female,In-State,3.05,Enrolled
101319,2016,Business,Accounting,Junior,Male,In-State,3.8,Enrolled
101320,2016,Business,Finance,Junior,Female,In-State,3.12,Enrolled
101321,2016,Business,Accounting,Freshman,Female,International,2.99,Enrolled
101322,2016,Business,Marketing,Junior,Male,In-State,4.0,Enrolled
101323,2016,Business,Management,Junior,Male,In-State,3.21,Graduated
101324,2016,Business,Marketing,Graduate,Female,In-State,3.57,Enrolled
101325,2016,Business,Finance,Sophomore,Female,Out-of-State,2.94,Enrolled
101326,2016,Business,Finance,Junior,Male,In-State,2.47,Enrolled
101327,2016,Business,Management,Junior,Female,Out-of-State,2.67,Graduated
101328,2016,Business,Marketing,Graduate,Female,In-State,2.6,Graduated
101329,2016,Business,Marketing,Graduate,Male,In-State,3.26,Enrolled
101330,2016,Business,Marketing,Senior,Female,International,2.29,Withdrawn
101331,2016,Business,Accounting,Sophomore,Female,International,3.08,Enrolled
101332,2016,Business,Finance,Freshman,Female,In-State,1.72,Enrolled
101333,2016,Business,Management,Sophomore,Female,Out-of-State,3.12,Enrolled
101334,2016,Business,Management,Senior,Female,Out-of-State,3.59,Enrolled
101335,2016,Business,Finance,Freshman,Male,International,2.59,Enrolled
101336,2016,Business,Accounting,Freshman,Male,In-State,3.21,Withdrawn
101337,2016,Business,Management,Graduate,Male,In-State,2.4,Enrolled
101338,2016,Business,Management,Graduate,Female,In-State,3.66,Enrolled
101339,2016,Business,Accounting,Junior,Female,In-State,2.48,Enrolled
101340,2016,Business,Finance,Freshman,Male,International,3.23,Withdrawn
101341,2016,Business,Marketing,Junior,Female,Out-of-State,3.33,Enrolled
101342,2016,Business,Finance,Junior,Female,In-State,2.78,Enrolled
101343,2016,Business,Marketing,Freshman,Male,Out-of-State,3.62,Enrolled
101344,2016,Business,Management,Sophomore,Female,In-State,1.93,On Leave
101345,2016,Business,Management,Senior,Male,In-State,3.35,Enrolled
101346,2016,Business,Finance,Freshman,Male,Out-of-State,3.36,Enrolled
101347,2016,Business,Accounting,Junior,Male,In-State,2.33,Enrolled
101348,2016,Business,Management,Junior,Female,Out-of-State,2.65,Enrolled
101349,2016,Business,Finance,Sophomore,Male,In-State,2.55,Enrolled
101350,2016,Business,Management,Senior,Female,Out-of-State,3.5,Enrolled
101351,2016,Business,Marketing,Freshman,Male,International,2.91,Enrolled
101352,2016,Business,Accounting,Senior,Male,In-State,2.69,Enrolled
101353,2016,Business,Accounting,Senior,Female,In-State,3.04,Enrolled
101354,2016,Business,Management,Senior,Female,In-State,3.34,On Leave
101355,2016,Business,Finance,Freshman,Female,Out-of-State,2.83,Enrolled
101356,2016,Business,Finance,Sophomore,Female,In-State,3.24,Enrolled
101357,2016,Business,Management,Sophomore,Female,In-State,3.12,Enrolled
101358,2016,Business,Accounting,Junior,Male,In-State,2.47,Enrolled
101359,2016,Business,Marketing,Freshman,Male,In-State,3.79,Enrolled
101360,2016,Business,Management,Junior,Female,In-State,3.09,On Leave
101361,2016,Business,Management,Senior,Female,Out-of-State,3.24,Withdrawn
101362,2017,Business,Management,Junior,Male,In-State,2.95,Enrolled
101363,2017,Business,Accounting,Graduate,Male,In-State,2.47,Graduated
101364,2017,Business,Finance,Junior,Male,In-State,3.3,Enrolled
101365,2017,Business,Management,Freshman,Male,In-State,3.33,Graduated
101366,2017,Business,Marketing,Junior,Male,Out-of-State,2.97,Enrolled
101367,2017,Business,Management,Graduate,Female,Out-of-State,2.79,Graduated
101368,2017,Business,Marketing,Senior,Female,In-State,2.39,Enrolled
101369,2017,Business,Marketing,Senior,Male,In-State,3.02,Enrolled
101370,2017,Business,Accounting,Freshman,Male,International,3.0,On Leave
101371,2017,Business,Finance,Senior,Male,Out-of-State,2.99,Enrolled
101372,2017,Business,Accounting,Sophomore,Female,In-State,2.22,Enrolled
101373,2017,Business,Accounting,Senior,Female,In-State,3.52,Enrolled
101374,2017,Business,Accounting,Sophomore,Female,Out-of-State,3.13,Enrolled
101375,2017,Business,Management,Senior,Male,Out-of-State,2.78,Enrolled
101376,2017,Business,Management,Senior,Male,In-State,2.75,Withdrawn
101377,2017,Business,Finance,Senior,Male,In-State,2.63,Enrolled
101378,2017,Business,Finance,Freshman,Female,Out-of-State,3.0,Withdrawn
101379,2017,Business,Accounting,Junior,Female,In-State,2.72,Enrolled
101380,2017,Business,Accounting,Sophomore,Male,In-State,2.29,Withdrawn
101381,2017,Business,Management,Junior,Male,In-State,2.34,Enrolled
101382,2017,Business,Marketing,Sophomore,Male,In-State,3.12,Enrolled
101383,2017,Business,Accounting,Senior,Male,Out-of-State,2.86,Graduated
101384,2017,Business,Marketing,Freshman,Male,Out-of-State,2.81,Enrolled
101385,2017,Business,Finance,Graduate,Female,In-State,3.93,Enrolled
101386,2017,Business,Marketing,Graduate,Female,In-State,3.44,Enrolled
101387,2017,Business,Marketing,Senior,Male,Out-of-State,2.37,Enrolled
101388,2017,Business,Accounting,Senior,Female,Out-of-State,3.05,Graduated
101389,2017,Business,Accounting,Senior,Female,In-State,2.35,Enrolled
101390,2017,Business,Accounting,Sophomore,Male,In-State,3.73,Enrolled
101391,2017,Business,Marketing,Junior,Male,Out-of-State,2.69,Graduated
101392,2017,Business,Finance,Freshman,Female,Out-of-State,3.05,Withdrawn
101393,2017,Business,Accounting,Sophomore,Male,In-State,2.84,Enrolled
101394,2017,Business,Marketing,Sophomore,Female,Out-of-State,3.79,Enrolled
101395,2017,Business,Finance,Senior,Female,In-State,3.07,Enrolled
101396,2017,Business,Management,Sophomore,Female,In-State,2.76,Enrolled
101397,2017,Business,Accounting,Graduate,Male,In-State,2.62,Enrolled
101398,2017,Business,Accounting,Freshman,Female,Out-of-State,3.44,Enrolled
101399,2017,Business,Marketing,Freshman,Male,In-State,2.97,Enrolled
101400,2017,Business,Management,Graduate,Male,In-State,3.23,Enrolled
101401,2017,Business,Accounting,Freshman,Female,International,2.84,Enrolled
101402,2017,Business,Finance,Junior,Female,Out-of-State,3.02,Graduated
101403,2017,Business,Accounting,Sophomore,Female,In-State,3.7,Enrolled
101404,2017,Business,Accounting,Freshman,Female,In-State,2.84,Enrolled
101405,2017,Business,Management,Freshman,Female,Out-of-State,2.88,Enrolled
101406,2017,Business,Management,Freshman,Female,In-State,3.24,Withdrawn
101407,2017,Business,Management,Junior,Female,In-State,3.4,Enrolled
101408,2017,Business,Marketing,Freshman,Male,In-State,3.07,On Leave
101409,2017,Business,Management,Senior,Female,In-State,2.99,Enrolled
101410,2017,Business,Marketing,Senior,Male,Out-of-State,2.57,Enrolled
101411,2017,Business,Finance,Freshman,Male,Out-of-State,3.05,Enrolled
101412,2017,Business,Accounting,Senior,Female,In-State,3.84,Enrolled
101413,2017,Business,Finance,Sophomore,Female,In-State,3.43,Enrolled
101414,2017,Business,Finance,Sophomore,Female,In-State,2.62,Enrolled
101415,2017,Business,Finance,Freshman,Female,In-State,2.73,Enrolled
101416,2017,Business,Accounting,Freshman,Female,Out-of-State,3.28,Enrolled
101417,2017,Business,Finance,Junior,Female,In-State,2.94,Graduated
101418,2017,Business,Finance,Freshman,Male,In-State,2.39,Enrolled
101419,2017,Business,Accounting,Junior,Male,International,2.03,Enrolled
101420,2017,Business,Management,Freshman,Male,In-State,2.51,Enrolled
101421,2017,Business,Marketing,Sophomore,Male,In-State,4.0,Enrolled
101422,2017,Business,Marketing,Junior,Female,Out-of-State,3.05,Enrolled
101423,2017,Business,Finance,Junior,Male,Out-of-State,3.46,Enrolled
101424,2017,Business,Marketing,Senior,Male,In-State,3.35,Enrolled
101425,2017,Business,Marketing,Freshman,Female,In-State,3.74,Enrolled
101426,2017,Business,Management,Junior,Female,In-State,3.53,Enrolled
101427,2017,Business,Marketing,Junior,Female,In-State,3.37,On Leave
101428,2017,Business,Marketing,Junior,Female,In-State,2.52,Enrolled
101429,2017,Business,Management,Freshman,Male,In-State,3.12,Graduated
101430,2017,Business,Marketing,Freshman,Male,Out-of-State,2.11,Enrolled
101431,2017,Business,Accounting,Senior,Male,In-State,2.47,Graduated
101432,2017,Business,Marketing,Sophomore,Male,In-State,2.6,Enrolled
101433,2017,Business,Accounting,Sophomore,Female,In-State,2.83,Enrolled
101434,2017,Business,Management,Senior,Male,International,2.99,Enrolled
101435,2017,Business,Finance,Junior,Male,International,3.44,On Leave
101436,2017,Business,Accounting,Senior,Male,In-State,2.49,Graduated
101437,2017,Business,Management,Senior,Male,Out-of-State,2.77,Enrolled
101438,2017,Business,Accounting,Graduate,Female,In-State,3.39,Withdrawn
101439,2017,Business,Finance,Sophomore,Female,Out-of-State,2.66,Enrolled
101440,2018,Business,Accounting,Freshman,Female,In-State,3.6,Enrolled
101441,2018,Business,Accounting,Junior,Male,In-State,3.23,Enrolled
101442,2018,Business,Marketing,Freshman,Female,In-State,2.67,On Leave
101443,2018,Business,Marketing,Senior,Male,In-State,2.72,Enrolled
101444,2018,Business,Management,Senior,Male,In-State,2.37,Enrolled
101445,2018,Business,Marketing,Sophomore,Female,Out-of-State,3.24,Enrolled
101446,2018,Business,Marketing,Senior,Female,In-State,3.2,Graduated
101447,2018,Business,Finance,Freshman,Female,Out-of-State,2.95,Enrolled
101448,2018,Business,Finance,Sophomore,Female,In-State,3.44,Enrolled
101449,2018,Business,Finance,Freshman,Male,Out-of-State,2.32,Enrolled
101450,2018,Business,Finance,Freshman,Female,In-State,2.92,Enrolled
101451,2018,Business,Marketing,Freshman,Male,Out-of-State,3.2,Enrolled
101452,2018,Business,Accounting,Sophomore,Male,In-State,3.3,Withdrawn
101453,2018,Business,Finance,Junior,Male,In-State,2.31,Enrolled
101454,2018,Business,Accounting,Freshman,Male,Out-of-State,2.72,Enrolled
101455,2018,Business,Accounting,Freshman,Female,In-State,2.67,Enrolled
101456,2018,Business,Accounting,Sophomore,Female,Out-of-State,2.67,Enrolled
101457,2018,Business,Management,Graduate,Male,International,3.1,Enrolled
101458,2018,Business,Accounting,Graduate,Female,In-State,2.63,Enrolled
101459,2018,Business,Marketing,Senior,Male,In-State,3.06,Enrolled
101460,2018,Business,Marketing,Sophomore,Female,In-State,3.6,Enrolled
101461,2018,Business,Finance,Sophomore,Male,Out-of-State,2.34,Enrolled
101462,2018,Business,Marketing,Sophomore,Male,In-State,2.92,Enrolled
101463,2018,Business,Finance,Junior,Female,International,3.32,Enrolled
101464,2018,Business,Management,Senior,Female,In-State,2.62,Graduated
101465,2018,Business,Marketing,Senior,Male,Out-of-State,3.05,Enrolled
101466,2018,Business,Marketing,Senior,Male,Out-of-State,2.73,Enrolled
101467,2018,Business,Accounting,Freshman,Female,International,3.21,On Leave
101468,2018,Business,Management,Sophomore,Male,Out-of-State,3.13,Enrolled
101469,2018,Business,Marketing,Junior,Male,In-State,3.69,On Leave
101470,2018,Business,Accounting,Junior,Female,In-State,3.39,Enrolled
101471,2018,Business,Finance,Sophomore,Male,International,3.14,Enrolled
101472,2018,Business,Finance,Junior,Female,Out-of-State,2.77,On Leave
101473,2018,Business,Management,Graduate,Male,In-State,3.15,Enrolled
101474,2018,Business,Finance,Senior,Female,In-State,3.72,Enrolled
101475,2018,Business,Management,Sophomore,Male,In-State,3.27,Withdrawn
101476,2018,Business,Marketing,Sophomore,Female,In-State,2.42,Graduated
101477,2018,Business,Accounting,Junior,Female,In-State,2.88,Enrolled
101478,2018,Business,Marketing,Sophomore,Female,In-State,2.99,Enrolled
101479,2018,Business,Management,Senior,Male,Out-of-State,2.67,Graduated
101480,2018,Business,Marketing,Senior,Male,In-State,1.84,Enrolled
101481,2018,Business,Management,Junior,Female,In-State,2.69,Enrolled
101482,2018,Business,Accounting,Sophomore,Male,Out-of-State,2.74,Enrolled
101483,2018,Business,Finance,Senior,Male,In-State,3.85,Enrolled
101484,2018,Business,Accounting,Freshman,Female,In-State,2.7,Enrolled
101485,2018,Business,Marketing,Senior,Male,In-State,2.47,Enrolled
101486,2018,Business,Marketing,Freshman,Female,In-State,2.71,Enrolled
101487,2018,Business,Finance,Junior,Male,In-State,3.74,Enrolled
101488,2018,Business,Marketing,Senior,Male,In-State,2.85,Enrolled
101489,2018,Business,Accounting,Sophomore,Other,In-State,3.33,Graduated
101490,2018,Business,Finance,Senior,Female,In-State,2.24,Enrolled
101491,2018,Business,Marketing,Junior,Male,Out-of-State,2.03,Graduated
101492,2018,Business,Marketing,Freshman,Male,In-State,2.35,Graduated
101493,2018,Business,Management,Senior,Female,In-State,2.83,Enrolled
101494,2018,Business,Finance,Junior,Female,In-State,3.07,Enrolled
101495,2018,Business,Marketing,Freshman,Male,In-State,2.62,Withdrawn
101496,2018,Business,Marketing,Sophomore,Female,In-State,3.66,Enrolled
101497,2018,Business,Marketing,Graduate,Female,International,1.8,Enrolled
101498,2018,Business,Marketing,Sophomore,Female,Out-of-State,3.72,Enrolled
101499,2018,Business,Finance,Sophomore,Female,Out-of-State,3.36,Enrolled
101500,2018,Business,Marketing,Junior,Female,In-State,2.0,Enrolled
101501,2018,Business,Finance,Sophomore,Female,Out-of-State,2.89,On Leave
101502,2018,Business,Accounting,Sophomore,Other,Out-of-State,2.8,Enrolled
101503,2018,Business,Finance,Junior,Male,Out-of-State,2.4,Enrolled
101504,2018,Business,Management,Freshman,Female,In-State,2.02,Enrolled
101505,2018,Business,Accounting,Sophomore,Female,In-State,3.09,Enrolled
101506,2018,Business,Marketing,Freshman,Male,Out-of-State,2.44,Enrolled
101507,2018,Business,Marketing,Senior,Male,In-State,3.33,Enrolled
101508,2018,Business,Finance,Senior,Other,International,2.98,Enrolled
101509,2018,Business,Finance,Graduate,Female,In-State,3.15,Enrolled
101510,2018,Business,Management,Graduate,Male,Out-of-State,2.47,Enrolled
101511,2018,Business,Management,Senior,Male,International,2.96,Enrolled
101512,2018,Business,Marketing,Junior,Male,International,3.89,Enrolled
101513,2018,Business,Marketing,Freshman,Female,In-State,3.11,Enrolled
101514,2018,Business,Management,Junior,Male,In-State,3.57,Enrolled
101515,2018,Business,Marketing,Senior,Male,In-State,2.48,Enrolled
101516,2018,Business,Marketing,Sophomore,Other,In-State,2.7,Graduated
101517,2018,Business,Marketing,Freshman,Male,In-State,2.6,Graduated
101518,2018,Business,Marketing,Freshman,Male,International,3.13,Graduated
101519,2018,Business,Management,Freshman,Male,In-State,3.33,Enrolled
101520,2018,Business,Accounting,Graduate,Female,In-State,3.34,Withdrawn
101521,2018,Business,Management,Senior,Male,In-State,1.74,Enrolled
101522,2018,Business,Finance,Junior,Female,In-State,2.45,Enrolled
101523,2018,Business,Management,Graduate,Male,In-State,2.8,Enrolled
101524,2018,Business,Finance,Junior,Female,In-State,2.66,Enrolled
101525,2018,Business,Finance,Sophomore,Male,In-State,2.13,Withdrawn
101526,2018,Business,Management,Freshman,Male,International,2.73,Enrolled
101527,2018,Business,Accounting,Freshman,Male,In-State,2.56,Enrolled
101528,2018,Business,Management,Junior,Male,In-State,2.88,Enrolled
101529,2018,Business,Marketing,Junior,Female,In-State,2.54,Enrolled
101530,2018,Business,Finance,Sophomore,Male,In-State,2.56,Enrolled
101531,2018,Business,Management,Freshman,Male,In-State,3.11,Enrolled
101532,2018,Business,Finance,Senior,Male,In-State,2.97,Enrolled
101533,2018,Business,Marketing,Sophomore,Male,Out-of-State,2.76,Enrolled
101534,2018,Business,Finance,Junior,Female,In-State,3.36,On Leave
101535,2018,Business,Accounting,Junior,Male,In-State,2.51,Enrolled
101536,2018,Business,Management,Senior,Male,In-State,2.44,Graduated
101537,2018,Business,Management,Junior,Female,International,2.65,Withdrawn
101538,2019,Business,Finance,Sophomore,Female,In-State,3.08,Enrolled
101539,2019,Business,Finance,Junior,Male,Out-of-State,3.63,Enrolled
101540,2019,Business,Marketing,Senior,Male,In-State,4.0,Enrolled
101541,2019,Business,Accounting,Junior,Male,Out-of-State,2.46,Enrolled
101542,2019,Business,Accounting,Junior,Female,Out-of-State,2.81,Enrolled
101543,2019,Business,Accounting,Freshman,Male,Out-of-State,2.33,Enrolled
101544,2019,Business,Finance,Graduate,Male,In-State,2.58,Enrolled
101545,2019,Business,Finance,Junior,Male,In-State,3.33,Enrolled
101546,2019,Business,Marketing,Junior,Male,In-State,3.08,Enrolled
101547,2019,Business,Finance,Senior,Female,In-State,2.91,Enrolled
101548,2019,Business,Management,Junior,Female,Out-of-State,2.57,Enrolled
101549,2019,Business,Management,Junior,Male,Out-of-State,3.3,Enrolled
101550,2019,Business,Marketing,Junior,Male,In-State,2.84,Enrolled
101551,2019,Business,Marketing,Freshman,Male,Out-of-State,2.22,Withdrawn
101552,2019,Business,Accounting,Freshman,Male,International,3.14,Enrolled
101553,2019,Business,Finance,Sophomore,Female,International,3.2,Enrolled
101554,2019,Business,Management,Junior,Female,Out-of-State,4.0,Enrolled
101555,2019,Business,Accounting,Freshman,Female,International,2.64,Enrolled
101556,2019,Business,Accounting,Junior,Male,In-State,3.47,Enrolled
101557,2019,Business,Marketing,Senior,Female,Out-of-State,2.3,Enrolled
101558,2019,Business,Management,Sophomore,Male,International,3.12,Withdrawn
101559,2019,Business,Management,Freshman,Female,In-State,2.78,Enrolled
101560,2019,Business,Marketing,Junior,Male,In-State,3.45,Enrolled
101561,2019,Business,Accounting,Junior,Female,Out-of-State,3.55,Enrolled
101562,2019,Business,Finance,Freshman,Male,In-State,2.47,Enrolled
101563,2019,Business,Marketing,Sophomore,Female,In-State,3.47,Graduated
101564,2019,Business,Management,Junior,Female,In-State,2.93,Enrolled
101565,2019,Business,Finance,Senior,Female,In-State,3.24,Enrolled
101566,2019,Business,Marketing,Senior,Female,Out-of-State,3.29,Withdrawn
101567,2019,Business,Marketing,Freshman,Other,International,2.37,Enrolled
101568,2019,Business,Finance,Sophomore,Male,Out-of-State,3.53,Enrolled
101569,2019,Business,Accounting,Senior,Female,Out-of-State,3.28,Enrolled
101570,2019,Business,Finance,Sophomore,Male,In-State,2.81,Enrolled
101571,2019,Business,Finance,Freshman,Female,Out-of-State,2.91,Enrolled
101572,2019,Business,Marketing,Senior,Female,Out-of-State,3.08,Enrolled
101573,2019,Business,Finance,Sophomore,Male,In-State,2.75,Enrolled
101574,2019,Business,Finance,Freshman,Female,Out-of-State,2.98,Enrolled
101575,2019,Business,Accounting,Senior,Male,Out-of-State,2.49,Enrolled
101576,2019,Business,Management,Freshman,Male,In-State,3.54,Enrolled
101577,2019,Business,Management,Sophomore,Female,In-State,2.91,Enrolled
101578,2019,Business,Accounting,Junior,Female,Out-of-State,3.6,Enrolled
101579,2019,Business,Accounting,Graduate,Female,In-State,3.33,Enrolled
101580,2019,Business,Accounting,Junior,Male,In-State,4.0,Enrolled
101581,2019,Business,Management,Freshman,Female,In-State,2.78,Enrolled
101582,2019,Business,Accounting,Graduate,Male,Out-of-State,3.61,Enrolled
101583,2019,Business,Accounting,Sophomore,Male,Out-of-State,2.5,Enrolled
101584,2019,Business,Accounting,Sophomore,Male,In-State,2.95,Withdrawn
101585,2019,Business,Finance,Senior,Female,International,3.53,Enrolled
101586,2019,Business,Management,Sophomore,Female,In-State,3.55,Graduated
101587,2019,Business,Marketing,Senior,Female,Out-of-State,2.63,Graduated
101588,2019,Business,Finance,Freshman,Male,In-State,2.68,Graduated
101589,2019,Business,Marketing,Sophomore,Male,In-State,3.66,Enrolled
101590,2019,Business,Management,Graduate,Male,In-State,2.63,Withdrawn
101591,2019,Business,Management,Junior,Female,In-State,2.84,Withdrawn
101592,2019,Business,Marketing,Sophomore,Male,In-State,3.77,Enrolled
101593,2019,Business,Marketing,Freshman,Female,Out-of-State,3.94,Enrolled
101594,2019,Business,Finance,Sophomore,Female,Out-of-State,2.56,Enrolled
101595,2019,Business,Finance,Sophomore,Female,In-State,3.5,Enrolled
101596,2019,Business,Marketing,Freshman,Male,In-State,3.09,Enrolled
101597,2019,Business,Finance,Senior,Male,Out-of-State,2.93,Enrolled
101598,2019,Business,Accounting,Senior,Male,In-State,2.78,Graduated
101599,2019,Business,Marketing,Freshman,Male,In-State,2.39,Enrolled
101600,2019,Business,Finance,Sophomore,Male,Out-of-State,4.0,On Leave
101601,2019,Business,Marketing,Junior,Male,In-State,4.0,Enrolled
101602,2019,Business,Marketing,Freshman,Male,In-State,3.2,On Leave
101603,2019,Business,Finance,Junior,Female,In-State,3.01,Enrolled
101604,2019,Business,Accounting,Senior,Male,International,3.03,Enrolled
101605,2019,Business,Management,Graduate,Male,In-State,3.64,Enrolled
101606,2019,Business,Accounting,Senior,Male,In-State,3.31,Enrolled
101607,2019,Business,Marketing,Freshman,Male,In-State,3.93,Graduated
101608,2019,Business,Management,Junior,Male,In-State,2.87,Enrolled
101609,2019,Business,Marketing,Senior,Male,Out-of-State,3.67,Enrolled
101610,2019,Business,Finance,Junior,Male,In-State,3.72,Enrolled
101611,2019,Business,Accounting,Freshman,Female,Out-of-State,3.15,Enrolled
101612,2019,Business,Marketing,Senior,Female,In-State,3.78,Enrolled
101613,2019,Business,Finance,Freshman,Male,In-State,3.5,Enrolled
101614,2019,Business,Finance,Freshman,Male,Out-of-State,3.0,Enrolled
101615,2019,Business,Marketing,Senior,Male,In-State,3.81,Enrolled
